"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Power Rating (mW)","Value","Tolerance","Temperature Coefficient","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"RK73H1JTTD1600F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","125","160","1%","±100ppm/℃","","","LCSC","C211696","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272202_KOA-Speer-Elec-RK73H1JTTD1600F_C211696.pdf"
"RT0805BRD07160RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","160","0.1%","±25ppm/℃","","","LCSC","C706215","Datasheet","https://datasheet.lcsc.com/lcsc/2209232030_YAGEO-RT0805BRD07160RL_C706215.pdf"
"ARG05DTC1600","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","160","0.5%","±25ppm/℃","","","LCSC","C2686500","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG05DTC1600_C2686500.pdf"
"FRC0805F1600TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","160","1%","±100ppm/℃","","","LCSC","C2960793","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F1600TS_C2960793.pdf"
"PTFR0805B160RN9","Resistor.Today","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","130","160","0.1%","±10ppm/℃","","","LCSC","C351606","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280131_RESI-PTFR0805B160RN9_C351606.pdf"
"TNPW0805160RBEEA","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","200","160","0.1%","±25ppm/℃","","","LCSC","C1708619","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Vishay-Intertech-TNPW0805160RBEEA_C1708619.pdf"
"RK73H2ATTD1600F","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","250","160","1%","±100ppm/℃","","","LCSC","C317246","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_KOA-Speer-Elec-RK73H2ATTD1600F_C317246.pdf"
"RT1206BRD07160RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","160","0.1%","±25ppm/℃","","","LCSC","C870442","Datasheet","https://datasheet.lcsc.com/lcsc/2210182000_YAGEO-RT1206BRD07160RL_C870442.pdf"
"ARG06DTC1600","Viking Tech","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","160","0.5%","±25ppm/℃","","","LCSC","C1509674","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121212_Viking-Tech-ARG06DTC1600_C1509674.pdf"
"1206W4F1600T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","160","1%","±100ppm/℃","","","LCSC","C17919","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010145_UNI-ROYAL-Uniroyal-Elec-1206W4F1600T5E_C17919.pdf"
"FRC1210F1600TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","160","1%","±100ppm/℃","","","LCSC","C5159741","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2408150956_FOJAN-FRC1210F1600TS_C5159741.pdf"
"CR1812F160RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R1812","footprints/resistor.PcbLib","1812","500","160","1%","±100ppm/℃","","","LCSC","C174720","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR1812F160RE04Z_C174720.pdf"
"CR2010F160RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","160","1%","±100ppm/℃","","","LCSC","C175015","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR2010F160RE04Z_C175015.pdf"
"AC2512FK-07160RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","160","1%","±100ppm/℃","","","LCSC","C728119","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC2512FK-07160RL_C728119.pdf"
"FRC0402F1620TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","162","1%","±100ppm/℃","","","LCSC","C5159677","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0402F1620TS_C5159677.pdf"
"AR03FTC1620","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","162","1%","±25ppm/℃","","","LCSC","C234307","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR03FTC1620_C234307.pdf"
"RT0603DRE07162RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","162","0.5%","±50ppm/℃","","","LCSC","C706029","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010281137_YAGEO-RT0603DRE07162RL_C706029.pdf"
"ARG03FTC1620","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","162","1%","±25ppm/℃","","","LCSC","C217757","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-ARG03FTC1620_C217757.pdf"
"FRC0805F1620TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","162","1%","±100ppm/℃","","","LCSC","C2933330","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0805F1620TS_C2933330.pdf"
"RC1206FR-07162RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","162","1%","±100ppm/℃","","","LCSC","C488666","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2005291433_YAGEO-RC1206FR-07162RL_C488666.pdf"
"TC0650F1620T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","333.3","162","1%","±50ppm/℃","","","LCSC","C425567","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272202_UNI-ROYAL-Uniroyal-Elec-TC0650F1620T5E_C425567.pdf"
"1210W2F1620T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","162","1%","±100ppm/℃","","","LCSC","C422391","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-1210W2F1620T5E_C422391.pdf"
"RTT201620FTE","RALEC","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","162","1%","±100ppm/℃","","","LCSC","C333310","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT201620FTE_C333310.pdf"
"CR2512F162RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","162","1%","±100ppm/℃","","","LCSC","C175289","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CR2512F162RE04Z_C175289.pdf"
"FRC0402F1650TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","165","1%","±100ppm/℃","","","LCSC","C5159678","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0402F1650TS_C5159678.pdf"
"ERJ2RKF1650X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","165","1%","±100ppm/℃","","","LCSC","C3025698","Datasheet","https://datasheet.lcsc.com/lcsc/2209141730_PANASONIC-ERJ2RKF1650X_C3025698.pdf"
"RT0603BRD07165RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","165","0.1%","±25ppm/℃","","","LCSC","C861151","Datasheet","https://datasheet.lcsc.com/lcsc/2210190030_YAGEO-RT0603BRD07165RL_C861151.pdf"
"RC0603FR-07165RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","165","1%","±100ppm/℃","","","LCSC","C137792","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0603FR-07165RL_C137792.pdf"
"RT0805BRD07165RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","165","0.1%","±25ppm/℃","","","LCSC","C706217","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010281235_YAGEO-RT0805BRD07165RL_C706217.pdf"
"RTT051650FTP","RALEC","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","165","1%","±100ppm/℃","","","LCSC","C104026","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT051650FTP_C104026.pdf"
"FRC1206F1650TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","165","1%","±100ppm/℃","","","LCSC","C2933606","Datasheet","https://datasheet.lcsc.com/lcsc/2308241113_FOJAN-FRC1206F1650TS_C2933606.pdf"
"1210W2F1650T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","165","1%","±100ppm/℃","","","LCSC","C422389","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-1210W2F1650T5E_C422389.pdf"
"RC2512FK-07165RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","165","1%","±100ppm/℃","","","LCSC","C326614","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141450_YAGEO-RC2512FK-07165RL_C326614.pdf"
"CRH2512F165RE04Z","Ever Ohms Tech","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","2000","165","1%","±100ppm/℃","","","LCSC","C175290","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Ever-Ohms-Tech-CRH2512F165RE04Z_C175290.pdf"
"FRC0402F1690TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","169","1%","±100ppm/℃","","","LCSC","C5126024","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0402F1690TS_C5126024.pdf"
"RT0402BRD07169RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","169","0.1%","±25ppm/℃","","","LCSC","C852556","Datasheet","https://datasheet.lcsc.com/lcsc/2311211102_YAGEO-RT0402BRD07169RL_C852556.pdf"
"AR03FTC1690","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","169","1%","±25ppm/℃","","","LCSC","C234309","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409280202_Viking-Tech-AR03FTC1690_C234309.pdf"
"ARG03DTC1690","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","169","0.5%","±25ppm/℃","","","LCSC","C2902856","Datasheet","https://datasheet.lcsc.com/lcsc/2109301330_Viking-Tech-ARG03DTC1690_C2902856.pdf"
"RC0603FR-07169RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","169","1%","±100ppm/℃","","","LCSC","C185367","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-RC0603FR-07169RL_C185367.pdf"
"RT0805BRD07169RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","169","0.1%","±25ppm/℃","","","LCSC","C706219","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010281235_YAGEO-RT0805BRD07169RL_C706219.pdf"
"RC0805FR-07169RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","169","1%","±100ppm/℃","","","LCSC","C483019","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007151307_YAGEO-RC0805FR-07169RL_C483019.pdf"
"FRC1206F1690TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","169","1%","±100ppm/℃","","","LCSC","C5126079","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC1206F1690TS_C5126079.pdf"
"AC1210FR-07169RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","169","1%","±100ppm/℃","","","LCSC","C230047","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-07169RL_C230047.pdf"
"25121WF1690T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2512","footprints/resistor.PcbLib","2512","1000","169","1%","±100ppm/℃","","","LCSC","C784332","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-25121WF1690T4E_C784332.pdf"
"RMCF0402FT174R","SEI(Stackpole Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","174","1%","±100ppm/℃","","","LCSC","C237106","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_SEI-Stackpole-Elec-RMCF0402FT174R_C237106.pdf"
"ERJ2RHD1740X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","174","0.5%","±50ppm/℃","","","LCSC","C416364","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RHD1740X_C416364.pdf"
"CRCW0402174RFKED","Vishay Intertech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","174","1%","±100ppm/℃","","","LCSC","C4035347","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2312181402_Vishay-Intertech-CRCW0402174RFKED_C4035347.pdf"
"ERJ2RKF1740X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","174","1%","±100ppm/℃","","","LCSC","C278586","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141238_PANASONIC-ERJ2RKF1740X_C278586.pdf"
"RT0603BRD07174RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","174","0.1%","±25ppm/℃","","","LCSC","C861164","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2210190000_YAGEO-RT0603BRD07174RL_C861164.pdf"
"ERJ3EKF1740V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","174","1%","±100ppm/℃","","","LCSC","C77375","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ3EKF1740V_C77375.pdf"
"RT0805BRD07174RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","174","0.1%","±25ppm/℃","","","LCSC","C706221","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2010201906_YAGEO-RT0805BRD07174RL_C706221.pdf"
"FRC0805F1740TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","174","1%","±100ppm/℃","","","LCSC","C5204010","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0805F1740TS_C5204010.pdf"
"1206W4F1740T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","174","1%","±100ppm/℃","","","LCSC","C422573","Datasheet","https://datasheet.lcsc.com/lcsc/2206011116_UNI-ROYAL-Uniroyal-Elec-1206W4F1740T5E_C422573.pdf"
"1210W2F1740T5E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","174","1%","±100ppm/℃","","","LCSC","C784279","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221126_UNI-ROYAL-Uniroyal-Elec-1210W2F1740T5E_C784279.pdf"
"RTT021780FTH","RALEC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","178","1%","±100ppm/℃","","","LCSC","C159094","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_RALEC-RTT021780FTH_C159094.pdf"
"ERJ2RKF1780X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","178","1%","±100ppm/℃","","","LCSC","C3025697","Datasheet","https://datasheet.lcsc.com/lcsc/2209271730_PANASONIC-ERJ2RKF1780X_C3025697.pdf"
"AR03FTC1780","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","62.5","178","1%","±25ppm/℃","","","LCSC","C234321","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR03FTC1780_C234321.pdf"
"RT0603BRE07178RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","178","0.1%","±50ppm/℃","","","LCSC","C861703","Datasheet","https://datasheet.lcsc.com/lcsc/2210190000_YAGEO-RT0603BRE07178RL_C861703.pdf"
"FRC0603F1780TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","178","1%","±100ppm/℃","","","LCSC","C2933160","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241103_FOJAN-FRC0603F1780TS_C2933160.pdf"
"FRC0805F1780TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0805","footprints/resistor.PcbLib","0805","125","178","1%","±100ppm/℃","","","LCSC","C5121531","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308241947_FOJAN-FRC0805F1780TS_C5121531.pdf"
"RS-06K1780FT","FH (Guangdong Fenghua Advanced Tech)","__template_resistor","symbols/resistor.SchLib","R1206","footprints/resistor.PcbLib","1206","250","178","1%","±100ppm/℃","","","LCSC","C322901","Datasheet","https://datasheet.lcsc.com/lcsc/2202211530_FH--Guangdong-Fenghua-Advanced-Tech-RS-06K1780FT_C322901.pdf"
"AC1210FR-07178RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R1210","footprints/resistor.PcbLib","1210","500","178","1%","±100ppm/℃","","","LCSC","C230054","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-AC1210FR-07178RL_C230054.pdf"
"201007F1780T4E","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R2010","footprints/resistor.PcbLib","2010","750","178","1%","±100ppm/℃","","","LCSC","C421910","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2411221127_UNI-ROYAL-Uniroyal-Elec-201007F1780T4E_C421910.pdf"
"RT0402BRD07180RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","180","0.1%","±25ppm/℃","","","LCSC","C852574","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2210190401_YAGEO-RT0402BRD07180RL_C852574.pdf"
"ARG02DTC1800","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","180","0.5%","±25ppm/℃","","","LCSC","C2686474","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Viking-Tech-ARG02DTC1800_C2686474.pdf"
"0402WGF1800TCE","UNI-ROYAL(Uniroyal Elec)","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","62.5","180","1%","±100ppm/℃","","","LCSC","C38941","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206010000_UNI-ROYAL-Uniroyal-Elec-0402WGF1800TCE_C38941.pdf"
"RN73H1ETTP1800B25","KOA Speer Elec","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","63","180","0.1%","±25ppm/℃","","","LCSC","C186119","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_KOA-Speer-Elec-RN73H1ETTP1800B25_C186119.pdf"
"ERJ2RKF1800X","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0402","footprints/resistor.PcbLib","0402","100","180","1%","±100ppm/℃","","","LCSC","C413069","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ2RKF1800X_C413069.pdf"
"AR03BTCX1800","Viking Tech","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","180","0.1%","±25ppm/℃","","","LCSC","C318123","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Viking-Tech-AR03BTCX1800_C318123.pdf"
"RT0603CRE07180RL","YAGEO","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","180","0.25%","±50ppm/℃","","","LCSC","C705909","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2009282205_YAGEO-RT0603CRE07180RL_C705909.pdf"
"ERJ3RBD181V","PANASONIC","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","180","0.5%","±50ppm/℃","","","LCSC","C400694","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1912111437_PANASONIC-ERJ3RBD181V_C400694.pdf"
"FRC0603F1800TS","FOJAN","__template_resistor","symbols/resistor.SchLib","R0603","footprints/resistor.PcbLib","0603","100","180","1%","±100ppm/℃","","","LCSC","C2907000","Datasheet","https://datasheet.lcsc.com/lcsc/2308241947_FOJAN-FRC0603F1800TS_C2907000.pdf"
