"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Voltage Rating","Dielectric","Capacitance","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"CC0201KRX7R9BB121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","X7R","120p","","","LCSC","C505491","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0201KRX7R9BB121_C505491.pdf"
"0402B121K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","X7R","120p","","","LCSC","C285005","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402B121K500NT_C285005.pdf"
"CC0603KRX7R9BB121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X7R","120p","","","LCSC","C107072","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603KRX7R9BB121_C107072.pdf"
"TCC0805X7R121K500BT","CCTC","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","X7R","120p","","","LCSC","C376930","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_CCTC-TCC0805X7R121K500BT_C376930.pdf"
"GCM1885C2A121FA16D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","C0G","120p","","","LCSC","C1864338","Datasheet","https://datasheet.lcsc.com/lcsc/2201271800_Murata-Electronics-GCM1885C2A121FA16D_C1864338.pdf"
"CC0603JRNPO0BN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","NP0","120p","","","LCSC","C327221","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141233_YAGEO-CC0603JRNPO0BN121_C327221.pdf"
"CC0805JRNPO0BN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","NP0","120p","","","LCSC","C576952","Datasheet","https://datasheet.lcsc.com/lcsc/2204021130_YAGEO-CC0805JRNPO0BN121_C576952.pdf"
"0603CG121J201NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","C0G","120p","","","LCSC","C63699","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG121J201NT_C63699.pdf"
"0603N121J201CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","NP0","120p","","","LCSC","C388031","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0603N121J201CT_C388031.pdf"
"0805N121J201CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","200V","NP0","120p","","","LCSC","C458932","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Walsin-Tech-Corp-0805N121J201CT_C458932.pdf"
"CC1206JRNPOABN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","200V","NP0","120p","","","LCSC","C113887","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JRNPOABN121_C113887.pdf"
"CC0603JRNPOYBN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","C0G","120p","","","LCSC","C3852667","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310251451_YAGEO-CC0603JRNPOYBN121_C3852667.pdf"
"CC0805JRNPOYBN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","NP0","120p","","","LCSC","C527215","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007021836_YAGEO-CC0805JRNPOYBN121_C527215.pdf"
"C0805X121K251TB","IHHEC(HOLY STONE ENTERPRISE CO. LTD)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","X7R","120p","","","LCSC","C559298","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_IHHEC-HOLY-STONE-ENTERPRISE-CO---LTD-C0805X121K251TB_C559298.pdf"
"CC0805JRNPOBBN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","NP0","120p","","","LCSC","C527211","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006031835_YAGEO-CC0805JRNPOBBN121_C527211.pdf"
"CC1206JRNPOBBN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","NP0","120p","","","LCSC","C113889","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JRNPOBBN121_C113889.pdf"
"1206CG121J102NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","C0G","120p","","","LCSC","C3037665","Datasheet","https://datasheet.lcsc.com/lcsc/2206171645_FH--Guangdong-Fenghua-Advanced-Tech-1206CG121J102NT_C3037665.pdf"
"CC1206JKNPOCBN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","NP0","120p","","","LCSC","C113873","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC1206JKNPOCBN121_C113873.pdf"
"CC1206JKNPODBN121","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","2kV","NP0","120p","","","LCSC","C527263","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007091834_YAGEO-CC1206JKNPODBN121_C527263.pdf"
"0603CG131J500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","130p","","","LCSC","C327424","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG131J500NT_C327424.pdf"
"CC0402JRNPO9BN131","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","130p","","","LCSC","C576705","Datasheet","https://datasheet.lcsc.com/lcsc/2203101903_YAGEO-CC0402JRNPO9BN131_C576705.pdf"
"CC0603JRNPO9BN131","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","130p","","","LCSC","C519399","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2007231533_YAGEO-CC0603JRNPO9BN131_C519399.pdf"
"CC0805JRNPO9BN131","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","130p","","","LCSC","C520003","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006011836_YAGEO-CC0805JRNPO9BN131_C520003.pdf"
"0603CG141J500NT","FH (Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","140p","","","LCSC","C3037657","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2206171645_FH--Guangdong-Fenghua-Advanced-Tech-0603CG141J500NT_C3037657.pdf"
"0805N141G500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","140p","","","LCSC","C3872401","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201537_Walsin-Tech-Corp-0805N141G500CT_C3872401.pdf"
"GRM033R71C151KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","16V","X7R","150p","","","LCSC","C2168106","Datasheet","https://datasheet.lcsc.com/lcsc/2308111716_Murata-Electronics-GRM033R71C151KA01D_C2168106.pdf"
"CC0402JRNPO8BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","25V","NP0","150p","","","LCSC","C541366","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006151112_YAGEO-CC0402JRNPO8BN151_C541366.pdf"
"GRM033R61E151KA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","X5R","150p","","","LCSC","C3843470","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111503_Murata-Electronics-GRM033R61E151KA01D_C3843470.pdf"
"0201B151K250CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","25V","X7R","150p","","","LCSC","C880867","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-0201B151K250CT_C880867.pdf"
"CC0402KRX7R8BB151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","25V","X7R","150p","","","LCSC","C541384","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409272300_YAGEO-CC0402KRX7R8BB151_C541384.pdf"
"GRM0335C1H151FA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0201","footprints/capacitor.PcbLib","0201","50V","C0G","150p","","","LCSC","C384963","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM0335C1H151FA01D_C384963.pdf"
"GRM1555C1H151JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","150p","","","LCSC","C76951","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811081611_Murata-Electronics-GRM1555C1H151JA01D_C76951.pdf"
"CL10C151JB8NNNC","Samsung Electro-Mechanics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","150p","","","LCSC","C37298","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Samsung-Electro-Mechanics-CL10C151JB8NNNC_C37298.pdf"
"CGA0805C0G151J500HT","HRE","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","150p","","","LCSC","C22470018","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2406211631_HRE-CGA0805C0G151J500HT_C22470018.pdf"
"C1206C151J5GACTU","KEMET","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","C0G","150p","","","LCSC","C2170856","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_KEMET-C1206C151J5GACTU_C2170856.pdf"
"GRM1882C1H151JA01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","CH","150p","","","LCSC","C527999","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008191834_Murata-Electronics-GRM1882C1H151JA01D_C527999.pdf"
"CC0402JRNPO9BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","150p","","","LCSC","C106998","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0402JRNPO9BN151_C106998.pdf"
"CC0603JRNPO9BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","NP0","150p","","","LCSC","C107038","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0603JRNPO9BN151_C107038.pdf"
"CC0805JRNPO9BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","NP0","150p","","","LCSC","C107111","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_YAGEO-CC0805JRNPO9BN151_C107111.pdf"
"CC1206FRNPO9BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","NP0","150p","","","LCSC","C541581","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006151213_YAGEO-CC1206FRNPO9BN151_C541581.pdf"
"0402B151K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","X7R","150p","","","LCSC","C1527","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0402B151K500NT_C1527.pdf"
"0603B151K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","X7R","150p","","","LCSC","C1594","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603B151K500NT_C1594.pdf"
"0805B151K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","X7R","150p","","","LCSC","C1716","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0805B151K500NT_C1716.pdf"
"1206B151K500NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","50V","X7R","150p","","","LCSC","C1850","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B151K500NT_C1850.pdf"
"GCM1885C2A151JA16D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","C0G","150p","","","LCSC","C126577","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1810311120_Murata-Electronics-GCM1885C2A151JA16D_C126577.pdf"
"CC0603GRNPO0BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","100V","NP0","150p","","","LCSC","C576784","Datasheet","https://datasheet.lcsc.com/lcsc/2311211121_YAGEO-CC0603GRNPO0BN151_C576784.pdf"
"CC0805JRNPO0BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","NP0","150p","","","LCSC","C576955","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_YAGEO-CC0805JRNPO0BN151_C576955.pdf"
"CC1206JRNPO0BN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","100V","NP0","150p","","","LCSC","C577150","Datasheet","https://datasheet.lcsc.com/lcsc/2204021130_YAGEO-CC1206JRNPO0BN151_C577150.pdf"
"CC0805KRX7R0BB151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","100V","X7R","150p","","","LCSC","C1853970","Datasheet","https://datasheet.lcsc.com/lcsc/2201271130_YAGEO-CC0805KRX7R0BB151_C1853970.pdf"
"0603CG151J201NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","200V","C0G","150p","","","LCSC","C63701","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-0603CG151J201NT_C63701.pdf"
"CC1206JRNPOABN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","200V","NP0","150p","","","LCSC","C326651","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141232_YAGEO-CC1206JRNPOABN151_C326651.pdf"
"C1608C0G2E151JT000N","TDK","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","250V","C0G","150p","","","LCSC","C342573","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-C1608C0G2E151JT000N_C342573.pdf"
"0805N151J251CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","C0G","150p","","","LCSC","C3863941","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201537_Walsin-Tech-Corp-0805N151J251CT_C3863941.pdf"
"CC0805JRNPOYBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","NP0","150p","","","LCSC","C513599","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2004231433_YAGEO-CC0805JRNPOYBN151_C513599.pdf"
"CC1206JRNPOYBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","250V","NP0","150p","","","LCSC","C577189","Datasheet","https://datasheet.lcsc.com/lcsc/2205191730_YAGEO-CC1206JRNPOYBN151_C577189.pdf"
"TCC0805X7R151K251DT","CCTC","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","250V","X7R","150p","","","LCSC","C5375840","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2403281709_CCTC-TCC0805X7R151K251DT_C5375840.pdf"
"CC0805JRNPOBBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","NP0","150p","","","LCSC","C576975","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2008171234_YAGEO-CC0805JRNPOBBN151_C576975.pdf"
"CC1206JRNPOBBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","NP0","150p","","","LCSC","C577182","Datasheet","https://datasheet.lcsc.com/lcsc/2203101903_YAGEO-CC1206JRNPOBBN151_C577182.pdf"
"TCC1206X7R151K501DT","CCTC","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","500V","X7R","150p","","","LCSC","C282832","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_CCTC-TCC1206X7R151K501DT_C282832.pdf"
"C0805C151JCTACAUTO","KEMET","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","500V","X8G","150p","","","LCSC","C3848253","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2401181559_KEMET-C0805C151JCTACAUTO_C3848253.pdf"
"GRM31A5C2J151JW01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","C0G","150p","","","LCSC","C162445","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2308111643_Murata-Electronics-GRM31A5C2J151JW01D_C162445.pdf"
"CC1206JKNPOZBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","NP0","150p","","","LCSC","C527267","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2005262135_YAGEO-CC1206JKNPOZBN151_C527267.pdf"
"GRM31A7U2J151JW31D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","630V","U2J","150p","","","LCSC","C162458","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410010301_Murata-Electronics-GRM31A7U2J151JW31D_C162458.pdf"
"GRM31A5C3A151JW01D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","C0G","150p","","","LCSC","C162452","Datasheet","https://datasheet.lcsc.com/lcsc/2308111643_Murata-Electronics-GRM31A5C3A151JW01D_C162452.pdf"
"CC1206JKNPOCBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","NP0","150p","","","LCSC","C326703","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/1811141240_YAGEO-CC1206JKNPOCBN151_C326703.pdf"
"1206B151K102NT","FH(Guangdong Fenghua Advanced Tech)","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","1kV","X7R","150p","","","LCSC","C502155","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-1206B151K102NT_C502155.pdf"
"1206N151J202CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","2kV","C0G","150p","","","LCSC","C3861932","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2401181646_Walsin-Tech-Corp-1206N151J202CT_C3861932.pdf"
"CC1206JKNPODBN151","YAGEO","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","2kV","NP0","150p","","","LCSC","C527265","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2006031836_YAGEO-CC1206JKNPODBN151_C527265.pdf"
"1210N151J202CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C1210","footprints/capacitor.PcbLib","1210","2kV","NP0","150p","","","LCSC","C880764","Datasheet","https://datasheet.lcsc.com/lcsc/2304140030_Walsin-Tech-Corp-1210N151J202CT_C880764.pdf"
"1206B151K202CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C1206","footprints/capacitor.PcbLib","1206","2kV","X7R","150p","","","LCSC","C3863491","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201537_Walsin-Tech-Corp-1206B151K202CT_C3863491.pdf"
"GCM1555C1H161FA16D","Murata Electronics","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","C0G","160p","","","LCSC","C1864374","Datasheet","https://datasheet.lcsc.com/lcsc/2201271800_Murata-Electronics-GCM1555C1H161FA16D_C1864374.pdf"
"CC0603GRNPO9BN161","YAGEO","__template_cap","symbols/capacitor.SchLib","C0603","footprints/capacitor.PcbLib","0603","50V","C0G","160p","","","LCSC","C3860559","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2401221312_YAGEO-CC0603GRNPO9BN161_C3860559.pdf"
"0805N161J500CT","Walsin Tech Corp","__template_cap","symbols/capacitor.SchLib","C0805","footprints/capacitor.PcbLib","0805","50V","C0G","160p","","","LCSC","C3855642","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2309201537_Walsin-Tech-Corp-0805N161J500CT_C3855642.pdf"
"CC0402JRNPO9BN161","YAGEO","__template_cap","symbols/capacitor.SchLib","C0402","footprints/capacitor.PcbLib","0402","50V","NP0","160p","","","LCSC","C576706","Datasheet","https://datasheet.lcsc.com/lcsc/2204021130_YAGEO-CC0402JRNPO9BN161_C576706.pdf"
