"Manufacturer Part Number","Manufacturer","SymbolName","SymbolLibrary","FootprintName","FootprintLibrary","Package","Z @ 100 MHz","DCR (mOhms)","Current Rating (mA)","Supplier 1","Supplier Part Number 1","Supplier 2","Supplier Part Number 2","ComponentLink1Description","ComponentLink1URL"
"BLM18HG601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","600","1000","200","","","LCSC","C85830","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM18HG601SN1D_C85830.pdf"
"BLM18BD601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","600","650","200","","","LCSC","C88976","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292303_Murata-Electronics-BLM18BD601SN1D_C88976.pdf"
"BLM18RK601SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","600","600","200","","","LCSC","C88987","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292303_Murata-Electronics-BLM18RK601SN1D_C88987.pdf"
"SZ1608G601TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","600","1100","200","","","LCSC","C370558","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608G601TF_C370558.pdf"
"GZ1608D751TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","750","500","200","","","LCSC","C96699","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1608D751TF_C96699.pdf"
"CBG160808U801T","FH(Guangdong Fenghua Advanced Tech)","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","800","600","200","","","LCSC","C98500","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_FH--Guangdong-Fenghua-Advanced-Tech-CBG160808U801T_C98500.pdf"
"SZ1608K102TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1000","700","200","","","LCSC","C13572","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608K102TF_C13572.pdf"
"GZ1608E102TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1000","600","200","","","LCSC","C361518","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301640_Sunlord-GZ1608E102TF_C361518.pdf"
"BLM18BD102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1000","850","200","","","LCSC","C78748","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM18BD102SN1D_C78748.pdf"
"BLM18RK102SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1000","800","200","","","LCSC","C88986","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409292303_Murata-Electronics-BLM18RK102SN1D_C88986.pdf"
"EBMS160808K152","HYHONGYEX","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1500","1000","200","","","LCSC","C963855","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_HYHONGYEX-EBMS160808K152_C963855.pdf"
"SZ1608K152TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1500","800","200","","","LCSC","C316341","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608K152TF_C316341.pdf"
"SZ1608K182CTF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","1800","850","200","","","LCSC","C279972","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608K182CTF_C279972.pdf"
"SBK160808T-202Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2000","800","200","","","LCSC","C285654","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2409291934_Chilisin-Elec-SBK160808T-202Y-N_C285654.pdf"
"SBK160808T-222Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2200","800","200","","","LCSC","C280687","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-SBK160808T-222Y-N_C280687.pdf"
"SZ1608K222TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2200","1000","200","","","LCSC","C370562","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608K222TF_C370562.pdf"
"SZ1608K252TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2500","1200","200","","","LCSC","C96989","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608K252TF_C96989.pdf"
"MMZ1608A252BTA00","TDK","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2500","800","200","","","LCSC","C275434","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_TDK-MMZ1608A252BTA00_C275434.pdf"
"SBJ160808T-252Y-N","Chilisin Elec","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2500","1000","200","","","LCSC","C285656","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Chilisin-Elec-SBJ160808T-252Y-N_C285656.pdf"
"SZ1608K272TF","Sunlord","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","2700","1400","200","","","LCSC","C370563","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2310301641_Sunlord-SZ1608K272TF_C370563.pdf"
"BLM18BD221SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","220","450","250","","","LCSC","C113021","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM18BD221SN1D_C113021.pdf"
"BLM18BD331SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","330","500","250","","","LCSC","C337879","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM18BD331SN1D_C337879.pdf"
"BLM18BD421SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","420","550","250","","","LCSC","C113023","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM18BD421SN1D_C113023.pdf"
"BLM18BD471SN1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","470","550","250","","","LCSC","C113024","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2304140030_Murata-Electronics-BLM18BD471SN1D_C113024.pdf"
"BLM18EG221SZ1D","Murata Electronics","__template_fb","symbols/inductor.SchLib","FB0603","footprints/inductor.PcbLib","0603","220","50","260","","","LCSC","C710364","Datasheet","https://wmsc.lcsc.com/wmsc/upload/file/pdf/v2/lcsc/2410121609_Murata-Electronics-BLM18EG221SZ1D_C710364.pdf"
